ID	Long	Lat	Present	Stable_noExpand	Stable_WhithExpand	Leading	Future	Trailing	prop_perda	Turnover_beta	Nestedness_beta	Dissimilarity_beta
4687	119.5	47.5	4	1	1	0	4	3	0	0	0	0
4688	119.5	48.5	4	0	1	1	5	4	0.25	0	0	0
4689	119.5	49.5	5	1	1	0	5	4	0	0	0	0
4690	119.5	50.5	5	1	2	1	6	4	0.2	0	0	0
4691	119.5	51.5	5	3	2	0	4	2	-0.2	0	0.111111111	0.111111111
4692	119.5	52.5	3	0	1	1	4	3	0.333333333	0	0	0
4693	119.5	53.5	2	0	0	0	2	2	0	0	0	0
4694	119.5	54.5	2	0	0	0	2	2	0	0	0	0
4695	119.5	55.5	2	0	0	0	2	2	0	0	0	0
4696	119.5	56.5	2	0	0	0	2	2	0	0	0	0
4697	119.5	57.5	2	0	0	0	2	2	0	0	0	0
4698	119.5	58.5	2	0	0	0	2	2	0	0	0	0
4699	119.5	59.5	3	0	0	0	3	3	0	0	0	0
4700	119.5	60.5	3	1	1	0	3	2	0	0	0	0
4701	119.5	61.5	2	1	1	0	2	1	0	0	0	0
4702	119.5	62.5	2	1	1	0	2	1	0	0	0	0
4703	119.5	63.5	2	1	1	0	2	1	0	0	0	0
4704	119.5	64.5	2	0	0	0	2	2	0	0	0	0
4705	119.5	65.5	2	0	0	0	2	2	0	0	0	0
4706	119.5	66.5	2	0	0	0	2	2	0	0	0	0
4707	119.5	67.5	1	0	0	0	1	1	0	0	0	0
4708	119.5	68.5	1	0	1	1	2	1	1	0	0	0
4709	119.5	69.5	1	0	0	0	1	1	0	0	0	0
4710	119.5	70.5	1	1	1	0	1	0	0	0	0	0
4711	119.5	71.5	0	0	0	0	0	0	0	0	0	0
4712	119.5	72.5	0	0	0	0	0	0	0	0	0	0
4713	119.5	73.5	0	0	0	0	0	0	0	0	0	0
4714	120.5	-10.5	4	1	1	0	2	1	-0.5	0	0.333333333	0.333333333
4715	120.5	-9.5	4	3	5	2	5	0	0.25	0	0.111111111	0.111111111
4716	120.5	-8.5	9	7	7	0	7	0	-0.222222222	0	0.125	0.125
4717	120.5	-7.5	1	1	3	2	3	0	2	0	0.5	0.5
4718	120.5	-6.5	2	1	4	3	5	1	1.5	0	0.333333333	0.333333333
4719	120.5	-5.5	15	4	4	0	7	3	-0.533333333	0	0.363636364	0.363636364
4720	120.5	-4.5	15	10	9	1	12	3	-0.2	0	0.111111111	0.111111111
4721	120.5	-3.5	12	2	5	3	7	2	-0.416666667	0.166666667	0.277777778	0.444444444
4722	120.5	-2.5	16	11	12	1	13	1	-0.1875	0.076923077	0.095490716	0.172413793
4723	120.5	-1.5	15	13	11	0	11	0	-0.266666667	0	0.153846154	0.153846154
4724	120.5	-0.5	10	4	9	5	10	1	0	0.222222222	0.040935673	0.263157895
4725	120.5	0.5	10	5	6	1	7	1	-0.3	0	0.25	0.25
4726	120.5	1.5	10	2	2	0	3	1	-0.7	0	0.538461538	0.538461538
4727	120.5	5.5	7	4	4	0	4	0	-0.428571429	0	0.272727273	0.272727273
4728	120.5	6.5	1	1	5	4	5	0	4	0	0.666666667	0.666666667
4729	120.5	10.5	2	1	3	2	4	1	1	0	0.2	0.2
4730	120.5	11.5	2	1	1	0	2	1	0	0	0	0
4731	120.5	12.5	10	3	5	2	6	1	-0.4	0.333333333	0.166666667	0.5
4732	120.5	13.5	13	3	3	0	4	1	-0.692307692	0	0.529411765	0.529411765
4733	120.5	14.5	13	3	4	1	5	1	-0.615384615	0.2	0.355555556	0.555555556
4734	120.5	15.5	15	5	6	1	7	1	-0.533333333	0	0.363636364	0.363636364
4735	120.5	16.5	17	6	6	2	7	1	-0.588235294	0	0.416666667	0.416666667
4736	120.5	17.5	18	3	4	1	5	1	-0.722222222	0	0.565217391	0.565217391
4737	120.5	18.5	16	2	2	0	3	1	-0.8125	0	0.684210526	0.684210526
4738	120.5	21.5	23	15	16	2	23	7	0	0.045454545	0.021212121	0.066666667
4739	120.5	22.5	26	5	13	8	24	11	-0.076923077	0	0.083333333	0.083333333
4740	120.5	23.5	32	13	17	4	26	9	-0.1875	0	0.122807018	0.122807018
4741	120.5	24.5	23	4	6	2	15	9	-0.347826087	0.071428571	0.225868726	0.297297297
4742	120.5	26.5	24	2	5	3	7	2	-0.708333333	0	0.548387097	0.548387097
4743	120.5	27.5	23	1	1	0	1	0	-0.956521739	0	0.916666667	0.916666667
4744	120.5	28.5	33	0	0	0	0	0	-1	0	0	1
4745	120.5	29.5	30	0	0	0	0	0	-1	0	0	1
4746	120.5	30.5	24	7	11	4	28	17	0.166666667	0	0	0
4747	120.5	31.5	10	4	6	2	12	6	0.2	0	0.090909091	0.090909091
4748	120.5	32.5	15	0	1	1	6	5	-0.6	0	0.428571429	0.428571429
4749	120.5	33.5	9	5	6	1	10	4	0.111111111	0	0.052631579	0.052631579
4750	120.5	34.5	8	2	3	1	9	6	0.125	0	0	0
4751	120.5	35.5	10	3	5	2	11	6	0.1	0	0.052631579	0.052631579
4752	120.5	36.5	10	2	3	1	10	7	0	0	0.052631579	0.052631579
4753	120.5	37.5	10	3	3	0	10	7	0	0	0	0
4754	120.5	40.5	7	2	2	0	7	5	0	0	0	0
4755	120.5	41.5	7	1	1	0	7	6	0	0	0	0
4756	120.5	42.5	6	3	2	0	5	3	-0.166666667	0	0.090909091	0.090909091
4757	120.5	43.5	6	3	3	0	6	3	0	0	0	0
4758	120.5	44.5	6	2	1	0	5	4	-0.166666667	0	0.090909091	0.090909091
4759	120.5	45.5	5	3	3	0	5	2	0	0	0	0
4760	120.5	46.5	5	1	3	2	7	4	0.4	0	0.090909091	0.090909091
4761	120.5	47.5	6	1	1	0	6	5	0	0	0	0
4762	120.5	48.5	4	0	0	0	3	3	-0.25	0	0.142857143	0.142857143
4763	120.5	49.5	4	0	1	1	4	3	0	0	0.142857143	0.142857143
4764	120.5	50.5	4	2	3	1	4	1	0	0.25	0	0.25
4765	120.5	51.5	5	2	3	1	5	2	0	0	0	0
4766	120.5	52.5	5	1	1	0	4	3	-0.2	0	0.111111111	0.111111111
4767	120.5	53.5	5	1	1	0	4	3	-0.2	0	0.111111111	0.111111111
4768	120.5	54.5	2	0	0	0	2	2	0	0	0	0
4769	120.5	55.5	2	0	0	0	2	2	0	0	0	0
4770	120.5	56.5	2	1	1	0	2	1	0	0	0	0
4771	120.5	57.5	2	1	1	0	2	1	0	0	0	0
4772	120.5	58.5	2	0	0	0	2	2	0	0	0	0
4773	120.5	59.5	3	0	0	0	3	3	0	0	0	0
4774	120.5	60.5	3	0	1	1	4	3	0.333333333	0	0	0
4775	120.5	61.5	2	0	0	0	2	2	0	0	0	0
4776	120.5	62.5	2	0	0	0	2	2	0	0	0	0
4777	120.5	63.5	2	0	0	0	2	2	0	0	0	0
4778	120.5	64.5	2	0	0	0	2	2	0	0	0	0
4779	120.5	65.5	2	0	0	0	2	2	0	0	0	0
4780	120.5	66.5	2	1	1	0	2	1	0	0	0	0
4781	120.5	67.5	1	1	0	0	0	0	-1	0	0	1
4782	120.5	68.5	1	0	0	0	1	1	0	0	0	0
4783	120.5	69.5	1	0	0	0	1	1	0	0	0	0
4784	120.5	70.5	1	0	0	0	1	1	0	0	0	0
4785	120.5	71.5	1	1	1	0	1	0	0	0	0	0
4786	120.5	72.5	0	0	0	0	0	0	0	0	0	0
4787	120.5	73.5	0	0	0	0	0	0	0	0	0	0
4788	121.5	-10.5	1	0	1	1	1	0	0	1	0	1
4789	121.5	-8.5	10	7	8	1	8	0	-0.2	0	0.111111111	0.111111111
4790	121.5	-7.5	1	1	5	4	5	0	4	0	0.666666667	0.666666667
4791	121.5	-5.5	6	2	3	1	5	2	-0.166666667	0.2	0.072727273	0.272727273
4792	121.5	-4.5	8	4	6	3	8	2	0	0.142857143	0.057142857	0.2
4793	121.5	-3.5	10	3	5	2	7	2	-0.3	0.166666667	0.208333333	0.375
4794	121.5	-2.5	9	3	5	2	7	2	-0.222222222	0.142857143	0.107142857	0.25
4795	121.5	-1.5	9	7	7	1	9	2	0	0	0.058823529	0.058823529
4796	121.5	-0.5	4	1	3	2	4	1	0	0.5	0	0.5
4797	121.5	0.5	10	5	5	0	6	1	-0.4	0	0.25	0.25
4798	121.5	1.5	10	4	2	0	3	1	-0.7	0	0.538461538	0.538461538
4799	121.5	5.5	8	2	5	3	6	1	-0.25	0	0.230769231	0.230769231
4800	121.5	6.5	13	6	7	1	8	1	-0.384615385	0	0.238095238	0.238095238
4801	121.5	7.5	11	6	8	2	9	1	-0.181818182	0	0.1	0.1
4802	121.5	10.5	10	4	5	1	6	1	-0.4	0.166666667	0.208333333	0.375
4803	121.5	11.5	14	4	4	1	5	1	-0.642857143	0	0.473684211	0.473684211
4804	121.5	12.5	9	3	4	1	5	1	-0.444444444	0.2	0.228571429	0.428571429
4805	121.5	13.5	16	5	7	2	8	1	-0.5	0.25	0.25	0.5
4806	121.5	14.5	21	2	3	1	5	2	-0.761904762	0.2	0.492307692	0.692307692
4807	121.5	15.5	17	5	10	5	11	1	-0.352941176	0.3	0.181481481	0.481481481
4808	121.5	16.5	22	7	11	4	12	1	-0.454545455	0.083333333	0.269607843	0.352941176
4809	121.5	17.5	20	4	7	3	8	1	-0.6	0	0.428571429	0.428571429
4810	121.5	18.5	2	1	5	4	5	0	1.5	0.5	0.214285714	0.714285714
4811	121.5	19.5	1	1	1	0	1	0	0	0	0	0
4812	121.5	22.5	23	4	6	2	16	10	-0.304347826	0	0.210526316	0.210526316
4813	121.5	23.5	25	14	16	2	24	8	-0.04	0.043478261	0.039855072	0.083333333
4814	121.5	24.5	26	4	4	0	14	10	-0.461538462	0	0.3	0.3
4815	121.5	25.5	20	4	4	0	13	9	-0.35	0	0.212121212	0.212121212
4816	121.5	28.5	26	0	0	0	0	0	-1	0	0	1
4817	121.5	29.5	27	0	0	0	0	0	-1	0	0	1
4818	121.5	30.5	16	3	5	2	18	13	0.125	0	0.03030303	0.03030303
4819	121.5	31.5	10	4	5	1	11	6	0.1	0	0.047619048	0.047619048
4820	121.5	32.5	10	0	3	3	8	5	-0.2	0	0.176470588	0.176470588
4821	121.5	36.5	10	5	4	0	9	5	-0.1	0	0.052631579	0.052631579
4822	121.5	37.5	11	5	4	0	9	5	-0.181818182	0	0.1	0.1
4823	121.5	38.5	11	3	5	2	11	6	0	0.181818182	0	0.181818182
4824	121.5	39.5	11	3	5	2	11	6	0	0	0.1	0.1
4825	121.5	40.5	7	1	2	1	8	6	0.142857143	0	0.066666667	0.066666667
4826	121.5	41.5	7	0	0	0	7	7	0	0	0	0
4827	121.5	42.5	7	2	2	0	7	5	0	0	0	0
4828	121.5	43.5	6	2	2	0	6	4	0	0	0	0
4829	121.5	44.5	6	1	1	0	6	5	0	0	0	0
4830	121.5	45.5	6	2	2	0	6	4	0	0	0	0
4831	121.5	46.5	7	0	1	1	8	7	0.142857143	0	0	0
4832	121.5	47.5	6	1	1	0	6	5	0	0	0	0
4833	121.5	48.5	6	0	1	1	6	5	0	0.166666667	0	0.166666667
4834	121.5	49.5	5	0	1	1	5	4	0	0	0.111111111	0.111111111
4835	121.5	50.5	5	2	2	0	4	2	-0.2	0	0.111111111	0.111111111
4836	121.5	51.5	5	2	2	0	4	2	-0.2	0	0.111111111	0.111111111
4837	121.5	52.5	5	1	2	1	5	3	0	0	0.111111111	0.111111111
4838	121.5	53.5	5	1	1	0	4	3	-0.2	0	0.111111111	0.111111111
4839	121.5	54.5	2	0	0	0	2	2	0	0	0	0
4840	121.5	55.5	2	0	0	0	2	2	0	0	0	0
4841	121.5	56.5	2	1	1	0	2	1	0	0	0	0
4842	121.5	57.5	2	1	2	1	3	1	0.5	0	0.2	0.2
4843	121.5	58.5	3	0	0	0	3	3	0	0	0	0
4844	121.5	59.5	3	0	0	0	3	3	0	0	0	0
4845	121.5	60.5	3	0	0	0	3	3	0	0	0	0
4846	121.5	61.5	2	0	0	0	2	2	0	0	0	0
4847	121.5	62.5	2	0	0	0	2	2	0	0	0	0
4848	121.5	63.5	2	0	0	0	2	2	0	0	0	0
4849	121.5	64.5	2	0	0	0	2	2	0	0	0	0
4850	121.5	65.5	2	0	0	0	2	2	0	0	0	0
4851	121.5	66.5	2	1	1	0	2	1	0	0	0	0
4852	121.5	67.5	1	0	0	0	1	1	0	0	0	0
4853	121.5	68.5	1	0	0	0	1	1	0	0	0	0
4854	121.5	69.5	1	0	0	0	1	1	0	0	0	0
4855	121.5	70.5	1	0	0	0	1	1	0	0	0	0
4856	121.5	71.5	1	1	1	0	1	0	0	0	0	0
4857	121.5	72.5	0	0	0	0	0	0	0	0	0	0
4858	122.5	-10.5	0	0	2	2	2	0	0	0	0	1
4859	122.5	-8.5	9	3	4	1	6	2	-0.333333333	0.166666667	0.166666667	0.333333333
4860	122.5	-5.5	7	2	2	0	4	2	-0.428571429	0	0.272727273	0.272727273
4861	122.5	-4.5	5	4	4	0	5	1	0	0	0	0
4862	122.5	-3.5	9	5	4	0	5	1	-0.444444444	0	0.285714286	0.285714286
4863	122.5	-2.5	9	5	5	0	6	1	-0.333333333	0	0.2	0.2
4864	122.5	-1.5	8	5	4	2	5	1	-0.375	0.2	0.184615385	0.384615385
4865	122.5	-0.5	3	0	2	2	4	2	0.333333333	0.333333333	0	0.333333333
4866	122.5	0.5	11	9	6	0	7	1	-0.363636364	0	0.222222222	0.222222222
4867	122.5	1.5	10	4	5	1	7	2	-0.3	0	0.25	0.25
4868	122.5	6.5	13	10	10	0	11	1	-0.153846154	0	0.083333333	0.083333333
4869	122.5	7.5	13	9	10	1	12	2	-0.076923077	0.083333333	0.036666667	0.12
4870	122.5	8.5	10	4	7	3	8	1	-0.2	0.375	0.069444444	0.444444444
4871	122.5	9.5	17	7	5	1	7	2	-0.588235294	0	0.416666667	0.416666667
4872	122.5	10.5	10	8	10	2	11	1	0.1	0.1	0.042857143	0.142857143
4873	122.5	11.5	14	8	12	4	14	2	0	0.142857143	0	0.142857143
4874	122.5	12.5	8	4	6	2	6	0	-0.25	0.166666667	0.119047619	0.285714286
4875	122.5	13.5	12	4	6	2	7	1	-0.416666667	0.285714286	0.187969925	0.473684211
4876	122.5	14.5	11	1	0	0	2	2	-0.818181818	0	0.692307692	0.692307692
4877	122.5	15.5	10	9	11	2	11	0	0.1	0.1	0.042857143	0.142857143
4878	122.5	16.5	13	11	14	3	15	1	0.153846154	0.076923077	0.065934066	0.142857143
4879	122.5	17.5	13	11	13	2	14	1	0.076923077	0.076923077	0.034188034	0.111111111
4880	122.5	18.5	12	10	9	0	11	2	-0.083333333	0	0.043478261	0.043478261
4881	122.5	25.5	1	0	2	2	3	1	2	0	0.5	0.5
4882	122.5	29.5	5	0	0	0	0	0	-1	0	0	1
4883	122.5	30.5	3	1	5	4	7	2	1.333333333	0	0.333333333	0.333333333
4884	122.5	36.5	10	1	1	0	9	8	-0.1	0	0.052631579	0.052631579
4885	122.5	37.5	10	2	3	1	11	8	0.1	0	0	0
4886	122.5	39.5	12	2	6	4	12	6	0	0	0.142857143	0.142857143
4887	122.5	40.5	12	5	4	0	9	5	-0.25	0	0.142857143	0.142857143
4888	122.5	41.5	10	4	3	0	8	5	-0.2	0	0.111111111	0.111111111
4889	122.5	42.5	8	1	1	0	8	7	0	0	0	0
4890	122.5	43.5	6	0	1	1	7	6	0.166666667	0	0	0
4891	122.5	44.5	6	0	0	0	6	6	0	0	0	0
4892	122.5	45.5	6	0	0	0	6	6	0	0	0	0
4893	122.5	46.5	7	1	1	0	7	6	0	0	0	0
4894	122.5	47.5	7	3	3	0	7	4	0	0	0	0
4895	122.5	48.5	7	1	1	0	7	6	0	0	0	0
4896	122.5	49.5	7	1	2	1	8	6	0.142857143	0	0	0
4897	122.5	50.5	7	2	2	0	6	4	-0.142857143	0	0.076923077	0.076923077
4898	122.5	51.5	6	2	2	0	5	3	-0.166666667	0	0.090909091	0.090909091
4899	122.5	52.5	6	0	0	0	5	5	-0.166666667	0	0.090909091	0.090909091
4900	122.5	53.5	5	0	0	0	4	4	-0.2	0	0.111111111	0.111111111
4901	122.5	54.5	2	0	1	1	3	2	0.5	0	0	0
4902	122.5	55.5	2	1	1	0	2	1	0	0	0	0
4903	122.5	56.5	2	0	0	0	2	2	0	0	0	0
4904	122.5	57.5	2	0	0	0	2	2	0	0	0	0
4905	122.5	58.5	3	1	1	1	3	2	0	0	0.2	0.2
4906	122.5	59.5	3	0	0	0	3	3	0	0	0	0
4907	122.5	60.5	3	0	0	0	3	3	0	0	0	0
4908	122.5	61.5	2	0	1	1	3	2	0.5	0	0	0
4909	122.5	62.5	2	1	1	0	2	1	0	0	0	0
4910	122.5	63.5	2	1	1	0	2	1	0	0	0	0
4911	122.5	64.5	2	0	0	0	2	2	0	0	0	0
4912	122.5	65.5	2	0	0	0	2	2	0	0	0	0
4913	122.5	66.5	2	0	1	1	2	1	0	0	0	0
4914	122.5	67.5	1	1	1	0	1	0	0	0	0	0
4915	122.5	68.5	1	0	0	0	1	1	0	0	0	0
4916	122.5	69.5	1	0	1	1	2	1	1	0	0	0
4917	122.5	70.5	1	0	0	0	1	1	0	0	0	0
4918	122.5	71.5	1	0	0	0	1	1	0	0	0	0
4919	122.5	72.5	0	0	0	0	0	0	0	0	0	0
4920	122.5	73.5	0	0	0	0	0	0	0	0	0	0
4921	123.5	-10.5	8	4	2	0	4	2	-0.5	0	0.333333333	0.333333333
4922	123.5	-9.5	8	3	7	4	10	3	0.25	0	0.058823529	0.058823529
4923	123.5	-8.5	2	1	3	2	3	0	0.5	0.5	0.1	0.6
4924	123.5	-5.5	7	2	2	0	4	2	-0.428571429	0	0.272727273	0.272727273
4925	123.5	-4.5	5	2	3	1	5	2	0	0	0.111111111	0.111111111
4926	123.5	-3.5	5	3	3	0	4	1	-0.2	0	0.111111111	0.111111111
4927	123.5	-1.5	8	1	5	4	7	2	-0.125	0.4	0.138461538	0.538461538
4928	123.5	-0.5	9	1	4	3	6	2	-0.333333333	0.2	0.228571429	0.428571429
4929	123.5	0.5	13	5	5	0	6	1	-0.538461538	0	0.368421053	0.368421053
4930	123.5	6.5	9	7	11	4	12	1	0.333333333	0	0.142857143	0.142857143
4931	123.5	7.5	9	8	10	2	11	1	0.222222222	0	0.1	0.1
4932	123.5	8.5	34	16	18	6	18	0	-0.470588235	0.055555556	0.290598291	0.346153846
4933	123.5	9.5	11	8	10	3	11	1	0	0.181818182	0	0.181818182
4934	123.5	10.5	11	8	8	1	9	1	-0.181818182	0.111111111	0.088888889	0.2
4935	123.5	11.5	9	6	7	2	8	1	-0.111111111	0.25	0.044117647	0.294117647
4936	123.5	12.5	13	5	7	3	8	1	-0.384615385	0	0.3	0.3
4937	123.5	13.5	17	4	5	1	6	1	-0.647058824	0	0.47826087	0.47826087
4938	123.5	14.5	11	2	2	0	3	1	-0.727272727	0	0.571428571	0.571428571
4939	123.5	24.5	10	1	1	0	3	2	-0.7	0	0.538461538	0.538461538
4940	123.5	39.5	13	4	4	0	9	5	-0.307692308	0	0.181818182	0.181818182
4941	123.5	40.5	14	6	6	1	11	5	-0.214285714	0.090909091	0.109090909	0.2
4942	123.5	41.5	13	5	5	0	10	5	-0.230769231	0	0.130434783	0.130434783
4943	123.5	42.5	10	4	3	0	8	5	-0.2	0	0.111111111	0.111111111
4944	123.5	43.5	8	1	1	0	8	7	0	0	0	0
4945	123.5	44.5	7	0	0	0	6	6	-0.142857143	0	0.076923077	0.076923077
4946	123.5	45.5	8	0	0	0	7	7	-0.125	0	0.066666667	0.066666667
4947	123.5	46.5	7	1	1	0	7	6	0	0	0	0
4948	123.5	47.5	7	1	1	0	7	6	0	0	0	0
4949	123.5	48.5	7	0	2	2	8	6	0.142857143	0	0	0
4950	123.5	49.5	7	1	1	0	7	6	0	0	0	0
4951	123.5	50.5	7	2	2	0	6	4	-0.142857143	0	0.076923077	0.076923077
4952	123.5	51.5	7	2	2	0	6	4	-0.142857143	0	0.076923077	0.076923077
4953	123.5	52.5	7	0	2	2	8	6	0.142857143	0	0.076923077	0.076923077
4954	123.5	53.5	7	0	1	1	7	6	0	0	0.076923077	0.076923077
4955	123.5	54.5	2	0	1	1	3	2	0.5	0	0	0
4956	123.5	55.5	2	1	1	0	2	1	0	0	0	0
4957	123.5	56.5	2	0	0	0	2	2	0	0	0	0
4958	123.5	57.5	2	0	0	0	2	2	0	0	0	0
4959	123.5	58.5	2	1	1	0	2	1	0	0	0	0
4960	123.5	59.5	3	0	0	0	3	3	0	0	0	0
4961	123.5	60.5	3	0	0	0	3	3	0	0	0	0
4962	123.5	61.5	2	0	0	0	2	2	0	0	0	0
4963	123.5	62.5	2	1	1	0	2	1	0	0	0	0
4964	123.5	63.5	2	1	1	0	2	1	0	0	0	0
4965	123.5	64.5	2	0	0	0	2	2	0	0	0	0
4966	123.5	65.5	2	0	0	0	2	2	0	0	0	0
4967	123.5	66.5	2	0	0	0	1	1	-0.5	0	0.333333333	0.333333333
4968	123.5	67.5	2	0	0	0	1	1	-0.5	0	0.333333333	0.333333333
4969	123.5	68.5	2	0	0	0	1	1	-0.5	0	0.333333333	0.333333333
4970	123.5	69.5	1	0	0	0	1	1	0	0	0	0
4971	123.5	70.5	1	0	0	0	1	1	0	0	0	0
4972	123.5	71.5	1	0	0	0	1	1	0	0	0	0
4973	123.5	72.5	0	0	0	0	0	0	0	0	0	0
4974	123.5	73.5	0	0	0	0	0	0	0	0	0	0
4975	124.5	-10.5	8	5	4	0	5	1	-0.375	0	0.230769231	0.230769231
4976	124.5	-9.5	9	4	3	0	3	0	-0.666666667	0	0.5	0.5
4977	124.5	-8.5	2	1	2	1	2	0	0	0.5	0	0.5
4978	124.5	-2.5	3	3	3	0	3	0	0	0	0	0
4979	124.5	-1.5	3	1	1	0	2	1	-0.333333333	0	0.2	0.2
4980	124.5	0.5	11	7	7	1	8	1	-0.272727273	0.125	0.138157895	0.263157895
4981	124.5	1.5	12	6	6	0	7	1	-0.416666667	0	0.263157895	0.263157895
4982	124.5	5.5	12	7	7	1	8	1	-0.333333333	0	0.2	0.2
4983	124.5	6.5	13	4	5	1	6	1	-0.538461538	0	0.368421053	0.368421053
4984	124.5	7.5	25	14	21	7	22	1	-0.12	0.142857143	0.074534161	0.217391304
4985	124.5	8.5	25	23	27	5	27	0	0.08	0.04	0.036923077	0.076923077
4986	124.5	9.5	23	10	23	13	28	5	0.217391304	0.130434783	0.036231884	0.166666667
4987	124.5	10.5	18	16	17	1	19	2	0.055555556	0	0.027027027	0.027027027
4988	124.5	11.5	9	5	8	3	10	2	0.111111111	0.111111111	0.046783626	0.157894737
4989	124.5	12.5	15	7	7	1	8	1	-0.466666667	0	0.304347826	0.304347826
4990	124.5	13.5	10	2	3	1	4	1	-0.6	0	0.428571429	0.428571429
4991	124.5	14.5	9	4	5	1	6	1	-0.333333333	0	0.285714286	0.285714286
4992	124.5	24.5	11	9	5	0	6	1	-0.454545455	0	0.294117647	0.294117647
4993	124.5	37.5	12	5	6	1	10	4	-0.166666667	0	0.142857143	0.142857143
4994	124.5	38.5	12	4	5	1	9	4	-0.25	0	0.2	0.2
4995	124.5	39.5	14	5	7	2	12	5	-0.142857143	0	0.12	0.12
4996	124.5	40.5	16	5	7	2	13	6	-0.1875	0	0.185185185	0.185185185
4997	124.5	41.5	12	4	4	0	9	5	-0.25	0	0.142857143	0.142857143
4998	124.5	42.5	12	1	1	0	8	7	-0.333333333	0	0.2	0.2
4999	124.5	43.5	10	1	1	0	8	7	-0.2	0	0.111111111	0.111111111
5000	124.5	44.5	8	0	0	0	7	7	-0.125	0	0.066666667	0.066666667
5001	124.5	45.5	8	0	0	0	7	7	-0.125	0	0.066666667	0.066666667
5002	124.5	46.5	8	1	1	0	7	6	-0.125	0	0.066666667	0.066666667
5003	124.5	47.5	8	1	2	1	8	6	0	0	0.066666667	0.066666667
5004	124.5	48.5	7	0	1	1	7	6	0	0	0	0
5005	124.5	49.5	7	2	2	0	6	4	-0.142857143	0	0.076923077	0.076923077
5006	124.5	50.5	7	1	2	1	7	5	0	0	0.076923077	0.076923077
5007	124.5	51.5	7	2	2	0	6	4	-0.142857143	0	0.076923077	0.076923077
5008	124.5	52.5	7	4	4	0	7	3	0	0	0	0
5009	124.5	53.5	7	4	4	0	7	3	0	0	0	0
5010	124.5	54.5	2	0	1	1	3	2	0.5	0	0.2	0.2
5011	124.5	55.5	2	0	0	0	2	2	0	0	0	0
5012	124.5	56.5	2	0	0	0	2	2	0	0	0	0
5013	124.5	57.5	3	0	0	0	3	3	0	0	0	0
5014	124.5	58.5	3	0	1	1	4	3	0.333333333	0	0	0
5015	124.5	59.5	2	0	0	0	2	2	0	0	0	0
5016	124.5	60.5	2	0	0	0	2	2	0	0	0	0
5017	124.5	61.5	2	0	0	0	2	2	0	0	0	0
5018	124.5	62.5	2	0	0	0	2	2	0	0	0	0
5019	124.5	63.5	2	0	0	0	2	2	0	0	0	0
5020	124.5	64.5	2	0	0	0	2	2	0	0	0	0
5021	124.5	65.5	2	0	0	0	2	2	0	0	0	0
5022	124.5	66.5	2	0	0	0	0	0	-1	0	0	1
5023	124.5	67.5	2	0	0	0	0	0	-1	0	0	1
5024	124.5	68.5	2	0	0	0	0	0	-1	0	0	1
5025	124.5	69.5	2	0	0	0	0	0	-1	0	0	1
5026	124.5	70.5	1	0	0	0	0	0	-1	0	0	1
5027	124.5	71.5	1	0	0	0	0	0	-1	0	0	1
5028	124.5	72.5	0	0	0	0	0	0	0	0	0	0
5029	124.5	73.5	0	0	0	0	0	0	0	0	0	0
5030	125.5	-9.5	8	4	5	1	5	0	-0.375	0	0.230769231	0.230769231
5031	125.5	-8.5	3	2	2	0	2	0	-0.333333333	0	0.2	0.2
5032	125.5	-7.5	3	1	3	2	3	0	0	0.333333333	0	0.333333333
5033	125.5	-2.5	4	3	2	0	2	0	-0.5	0	0.333333333	0.333333333
5034	125.5	-1.5	3	1	2	1	3	1	0	0	0	0
5035	125.5	1.5	11	6	6	0	7	1	-0.363636364	0	0.222222222	0.222222222
5036	125.5	2.5	1	0	1	1	2	1	1	0	0.333333333	0.333333333
5037	125.5	3.5	1	1	0	0	0	0	-1	0	0	1
5038	125.5	5.5	10	5	6	1	8	2	-0.2	0	0.111111111	0.111111111
5039	125.5	6.5	9	3	6	3	7	1	-0.222222222	0	0.125	0.125
5040	125.5	7.5	31	17	24	7	25	1	-0.193548387	0.04	0.102857143	0.142857143
5041	125.5	8.5	30	25	28	3	28	0	-0.066666667	0.035714286	0.033251232	0.068965517
5042	125.5	9.5	3	1	3	2	4	1	0.333333333	0.333333333	0.095238095	0.428571429
5043	125.5	10.5	12	8	9	1	11	2	-0.083333333	0	0.090909091	0.090909091
5044	125.5	11.5	11	6	7	1	9	2	-0.181818182	0.111111111	0.088888889	0.2
5045	125.5	12.5	9	8	10	2	10	0	0.111111111	0.111111111	0.046783626	0.157894737
5046	125.5	24.5	4	3	5	2	6	1	0.5	0	0.2	0.2
5047	125.5	37.5	12	5	5	0	9	4	-0.25	0	0.142857143	0.142857143
5048	125.5	38.5	12	4	5	1	9	4	-0.25	0	0.2	0.2
5049	125.5	39.5	12	4	6	2	10	4	-0.166666667	0.111111111	0.126984127	0.238095238
5050	125.5	40.5	15	8	7	1	11	4	-0.266666667	0	0.153846154	0.153846154
5051	125.5	41.5	13	8	6	0	10	4	-0.230769231	0	0.130434783	0.130434783
5052	125.5	42.5	13	5	6	1	9	3	-0.307692308	0	0.238095238	0.238095238
5053	125.5	43.5	11	1	2	1	9	7	-0.181818182	0	0.1	0.1
5054	125.5	44.5	10	2	2	0	9	7	-0.1	0	0.052631579	0.052631579
5055	125.5	45.5	8	1	2	1	8	6	0	0.125	0	0.125
5056	125.5	46.5	8	1	1	0	7	6	-0.125	0	0.066666667	0.066666667
