ID	Species	Present	Stable_noExpand_V	Stable_noExpand	Stable_WhithExpand	Leading	Trailing	Future	prop_perda
2905	Pristimantis_pataikos	6	2	0	2	0	0	0	-1
232	Rhinella_magnussoni	4	1	0	1	0	0	0	-1
264	Odorrana_utsunomiyaorum	2	1	0	1	0	0	0	-1
389	Rhacophorus_owstoni	2	1	0	1	0	0	0	-1
394	Megaelosia_goeldii	4	1	0	1	0	0	0	-1
500	Megastomatohyla_mixe	1	1	0	1	0	0	0	-1
1205	Arenophryne_rotunda	5	1	0	1	0	0	0	-1
1445	Thorius_boreas	1	1	0	1	0	0	0	-1
1548	Plectrohyla_psarosema	1	1	0	1	0	0	0	-1
1647	Atelopus_nepiozomus	4	1	0	1	0	0	0	-1
1674	Afrixalus_orophilus	3	1	0	1	0	0	0	-1
1995	Rhinatrema_ron	2	1	0	1	0	0	0	-1
2184	Pristimantis_librarius	3	1	0	1	0	0	0	-1
2252	Eleutherodactylus_amadeus	2	1	0	1	0	0	0	-1
2312	Aplastodiscus_flumineus	2	1	0	1	0	0	0	-1
2433	Pseudoeurycea_saltator	1	1	0	1	0	0	0	-1
2533	Plectrohyla_lacertosa	2	1	0	1	0	0	0	-1
2741	Thorius_pulmonaris	1	1	0	1	0	0	0	-1
2761	Pristimantis_riveti	6	1	0	1	0	0	0	-1
2922	Craugastor_fecundus	2	1	0	1	0	0	0	-1
3061	Pristimantis_proserpens	4	1	0	1	0	0	0	-1
3181	Thorius_aureus	1	1	0	1	0	0	0	-1
3218	Thorius_smithi	1	1	0	1	0	0	0	-1
3226	Pristimantis_thymalopsoides	2	1	0	1	0	0	0	-1
3566	Odorrana_supranarina	2	1	0	1	0	0	0	-1
3614	Boophis_praedictus	3	1	0	1	0	0	0	-1
3666	Bolitoglossa_chinanteca	1	1	0	1	0	0	0	-1
3845	Pseudoeurycea_unguidentis	1	1	0	1	0	0	0	-1
3903	Eleutherodactylus_chlorophenax	2	1	0	1	0	0	0	-1
3988	Pseudoeurycea_smithi	1	1	0	1	0	0	0	-1
4003	Craugastor_polymniae	1	1	0	1	0	0	0	-1
4317	Thorius_macdougalli	1	1	0	1	0	0	0	-1
4363	Anomaloglossus_astralogaster	1	1	0	1	0	0	0	-1
4496	Plectrohyla_cyanomma	1	1	0	1	0	0	0	-1
4563	Eleutherodactylus_corona	2	1	0	1	0	0	0	-1
4866	Plectrohyla_celata	1	1	0	1	0	0	0	-1
4880	Pseudoeurycea_orchileucos	1	1	0	1	0	0	0	-1
5154	Raorchestes_beddomii	2	1	0	1	0	0	0	-1
5163	Plectrohyla_cyclada	1	1	0	1	0	0	0	-1
5185	Ecnomiohyla_echinata	1	1	0	1	0	0	0	-1
5257	Hylarana_volkerjane	2	1	0	1	0	0	0	-1
5841	Pristimantis_actites	2	1	0	1	0	0	0	-1
5865	Hynobius_stejnegeri	4	1	0	1	0	0	0	-1
6010	Pseudoeurycea_juarezi	1	1	0	1	0	0	0	-1
6029	Pseudoeurycea_aurantia	1	1	0	1	0	0	0	-1
6059	Dendropsophus_gaucheri	2	1	0	1	0	0	0	-1
6072	Plectrohyla_calvicollina	1	1	0	1	0	0	0	-1
6162	Pelophryne_linanitensis	2	1	0	1	0	0	0	-1
6324	Mantella_manery	2	1	0	1	0	0	0	-1
6436	Pristimantis_versicolor	4	1	0	1	0	0	0	-1
6490	Oedipina_collaris	1	1	0	1	0	0	0	-1
6634	Thorius_papaloae	1	1	0	1	0	0	0	-1
6674	Pseudoeurycea_mystax	1	1	0	1	0	0	0	-1
6714	Geotrypetes_pseudoangeli	2	1	0	1	0	0	0	-1
6785	Bolitoglossa_gomezi	2	1	0	1	0	0	0	-1
6811	Plectrohyla_sabrina	1	1	0	1	0	0	0	-1
6869	Thorius_insperatus	1	1	0	1	0	0	0	-1
6876	Ischnocnema_gualteri	2	1	0	1	0	0	0	-1
6915	Pseudoeurycea_papenfussi	1	1	0	1	0	0	0	-1
6929	Ischnocnema_erythromera	2	1	0	1	0	0	0	-1
1	Oreophryne_furu	1	0	0	0	0	0	0	-1
2	Incilius_majordomus	1	0	0	0	0	0	0	-1
4	Hynobius_arisanensis	4	0	0	0	0	0	0	-1
10	Eurycea_robusta	1	0	0	0	0	0	0	-1
13	Brachycephalus_tridactylus	1	0	0	0	0	0	0	-1
15	Balebreviceps_hillmani	1	0	0	0	0	0	0	-1
21	Gegeneophis_mhadeiensis	1	0	0	0	0	0	0	-1
23	Philoria_kundagungan	2	0	0	0	0	0	0	-1
29	Aglyptodactylus_laticeps	1	0	0	0	0	0	0	-1
33	Arthroleptis_nikeae	1	0	0	0	0	0	0	-1
39	Ichthyophis_lakimi	1	0	0	0	0	0	0	-1
41	Boophis_roseipalmatus	1	0	0	0	0	0	0	-1
44	Proceratophrys_carranca	1	0	0	0	0	0	0	-1
45	Hylodes_amnicola	1	0	0	0	0	0	0	-1
46	Pristimantis_adnus	1	0	0	0	0	0	0	-1
50	Cardioglossa_trifasciata	2	0	0	0	0	0	0	-1
52	Discodeles_malukuna	1	0	0	0	0	0	0	-1
54	Plethodon_savannah	1	0	0	0	0	0	0	-1
59	Eleutherodactylus_maestrensis	1	0	0	0	0	0	0	-1
60	Pseudophilautus_amboli	1	0	0	0	0	0	0	-1
65	Albericus_gudrunae	1	0	0	0	0	0	0	-1
67	Eleutherodactylus_rufescens	1	0	0	0	0	0	0	-1
68	Ichthyophis_acuminatus	1	0	0	0	0	0	0	-1
69	Cycloramphus_faustoi	1	0	0	0	0	0	0	-1
71	Leptodactylodon_erythrogaster	2	0	0	0	0	0	0	-1
73	Pristimantis_leucopus	1	0	0	0	0	0	0	-1
76	Oscaecilia_osae	1	0	0	0	0	0	0	-1
77	Leptolalax_tamdil	1	0	0	0	0	0	0	-1
80	Hyperolius_puncticulatus	1	0	0	0	0	0	0	-1
84	Leptopelis_fenestratus	1	0	0	0	0	0	0	-1
87	Fejervarya_murthii	1	0	0	0	0	0	0	-1
88	Hylarana_parvaccola	1	0	0	0	0	0	0	-1
92	Odorrana_aureola	2	0	0	0	0	0	0	-1
95	Dischidodactylus_duidensis	1	0	0	0	0	0	0	-1
96	Stefania_breweri	1	0	0	0	0	0	0	-1
98	Anomaloglossus_rufulus	2	0	0	0	0	0	0	-1
100	Leptopelis_karissimbensis	1	0	0	0	0	0	0	-1
101	Boophis_sibilans	2	0	0	0	0	0	0	-1
105	Phrynobatrachus_acutirostris	1	0	0	0	0	0	0	-1
106	Pseudoeurycea_galeanae	3	0	0	0	0	0	0	-1
111	Niceforonia_adenobrachia	1	0	0	0	0	0	0	-1
115	Bolitoglossa_cuchumatana	2	0	0	0	0	0	0	-1
117	Leptodactylus_jolyi	1	0	0	0	0	0	0	-1
118	Quasipaa_yei	1	0	0	0	0	0	0	-1
121	Amolops_longimanus	2	0	0	0	0	0	0	-1
122	Gegeneophis_pareshi	1	0	0	0	0	0	0	-1
124	Dendropsophus_pelidna	1	0	0	0	0	0	0	-1
130	Atelopus_quimbaya	1	0	0	0	0	0	0	-1
131	Trachycephalus_mambaiensis	2	0	0	0	0	0	0	-1
132	Eleutherodactylus_mariposa	1	0	0	0	0	0	0	-1
137	Craugastor_pozo	1	0	0	0	0	0	0	-1
139	Nyctimystes_kuduki	1	0	0	0	0	0	0	-1
140	Hyloxalus_vertebralis	4	0	0	0	0	0	0	-1
141	Pristimantis_cruciocularis	1	0	0	0	0	0	0	-1
143	Callulops_sagittatus	1	0	0	0	0	0	0	-1
146	Leptolalax_melanoleucus	1	0	0	0	0	0	0	-1
151	Limnonectes_khammonensis	1	0	0	0	0	0	0	-1
156	Gastrotheca_abdita	1	0	0	0	0	0	0	-1
157	Hyloxalus_pinguis	1	0	0	0	0	0	0	-1
158	Arthroleptis_nimbaensis	1	0	0	0	0	0	0	-1
162	Pristimantis_petrobardus	1	0	0	0	0	0	0	-1
164	Eleutherodactylus_lentus	1	0	0	0	0	0	0	-1
165	Anomaloglossus_atopoglossus	1	0	0	0	0	0	0	-1
166	Scinax_arduous	1	0	0	0	0	0	0	-1
170	Batrachoseps_kawia	1	0	0	0	0	0	0	-1
173	Cardioglossa_pulchra	1	0	0	0	0	0	0	-1
180	Scinax_baumgardneri	1	0	0	0	0	0	0	-1
182	Proceratophrys_redacta	1	0	0	0	0	0	0	-1
185	Parhoplophryne_usambarica	1	0	0	0	0	0	0	-1
188	Elachistocleis_cesarii	1	0	0	0	0	0	0	-1
189	Raorchestes_jayarami	1	0	0	0	0	0	0	-1
193	Gastrotheca_ossilaginis	1	0	0	0	0	0	0	-1
195	Cardioglossa_cyaneospila	3	0	0	0	0	0	0	-1
196	Ichthyophis_kodaguensis	1	0	0	0	0	0	0	-1
197	Bolitoglossa_tzultacaj	1	0	0	0	0	0	0	-1
199	Pristimantis_wiensi	1	0	0	0	0	0	0	-1
200	Pristimantis_riveroi	1	0	0	0	0	0	0	-1
206	Callulina_dawida	1	0	0	0	0	0	0	-1
207	Scinax_skaios	1	0	0	0	0	0	0	-1
209	Atelopus_bomolochos	4	0	0	0	0	0	0	-1
213	Xenophrys_huangshanensis	2	0	0	0	0	0	0	-1
215	Ansonia_endauensis	1	0	0	0	0	0	0	-1
217	Boophis_burgeri	2	0	0	0	0	0	0	-1
218	Phrynobatrachus_danko	1	0	0	0	0	0	0	-1
219	Eurycea_troglodytes	1	0	0	0	0	0	0	-1
220	Boulengerula_fischeri	2	0	0	0	0	0	0	-1
223	Cynops_chenggongensis	1	0	0	0	0	0	0	-1
225	Ichthyophis_khumhzi	1	0	0	0	0	0	0	-1
226	Microhyla_orientalis	1	0	0	0	0	0	0	-1
227	Hyperolius_bicolor	1	0	0	0	0	0	0	-1
228	Odorrana_splendida	1	0	0	0	0	0	0	-1
234	Mannophryne_cordilleriana	1	0	0	0	0	0	0	-1
238	Acris_blanchardi	1	0	0	0	0	0	0	-1
245	Eurycea_tridentifera	1	0	0	0	0	0	0	-1
246	Raorchestes_chlorosomma	1	0	0	0	0	0	0	-1
248	Bokermannohyla_capra	1	0	0	0	0	0	0	-1
252	Pseudoeurycea_robertsi	1	0	0	0	0	0	0	-1
254	Microhyla_fowleri	1	0	0	0	0	0	0	-1
256	Atretochoana_eiselti	2	0	0	0	0	0	0	-1
257	Physalaemus_insperatus	1	0	0	0	0	0	0	-1
263	Pseudophilautus_macropus	1	0	0	0	0	0	0	-1
272	Craugastor_catalinae	1	0	0	0	0	0	0	-1
275	Liophryne_allisoni	1	0	0	0	0	0	0	-1
278	Latonia_nigriventer	1	0	0	0	0	0	0	-1
279	Pristimantis_rhodostichus	4	0	0	0	0	0	0	-1
281	Limnonectes_ferneri	1	0	0	0	0	0	0	-1
285	Nyctibatrachus_aliciae	1	0	0	0	0	0	0	-1
287	Pristimantis_abakapa	1	0	0	0	0	0	0	-1
288	Litoria_mucro	1	0	0	0	0	0	0	-1
295	Ansonia_leptopus	1	0	0	0	0	0	0	-1
297	Pristimantis_serendipitus	4	0	0	0	0	0	0	-1
299	Feihyla_fuhua	1	0	0	0	0	0	0	-1
301	Incilius_epioticus	3	0	0	0	0	0	0	-1
304	Eleutherodactylus_albolabris	1	0	0	0	0	0	0	-1
309	Hyperolius_houyi	2	0	0	0	0	0	0	-1
315	Allobates_caeruleodactylus	1	0	0	0	0	0	0	-1
316	Platymantis_bayani	1	0	0	0	0	0	0	-1
317	Urspelerpes_brucei	1	0	0	0	0	0	0	-1
320	Wolterstorffina_mirei	2	0	0	0	0	0	0	-1
326	Boophis_arcanus	1	0	0	0	0	0	0	-1
330	Rheobatrachus_vitellinus	2	0	0	0	0	0	0	-1
332	Craugastor_coffeus	2	0	0	0	0	0	0	-1
333	Telmatobius_philippii	1	0	0	0	0	0	0	-1
336	Adelastes_hylonomos	1	0	0	0	0	0	0	-1
338	Melanophryniscus_alipioi	1	0	0	0	0	0	0	-1
340	Hynobius_abei	2	0	0	0	0	0	0	-1
344	Hypsiboas_jimenezi	1	0	0	0	0	0	0	-1
346	Phyllomedusa_araguari	1	0	0	0	0	0	0	-1
347	Ameerega_yoshina	1	0	0	0	0	0	0	-1
348	Phrynobatrachus_gastoni	1	0	0	0	0	0	0	-1
356	Paratelmatobius_mantiqueira	1	0	0	0	0	0	0	-1
357	Callulina_laphami	1	0	0	0	0	0	0	-1
360	Leptobrachium_nokrekensis	1	0	0	0	0	0	0	-1
361	Litoria_cooloolensis	2	0	0	0	0	0	0	-1
363	Boophis_baetkei	1	0	0	0	0	0	0	-1
371	Pristimantis_ventriguttatus	1	0	0	0	0	0	0	-1
372	Rhinella_truebae	1	0	0	0	0	0	0	-1
376	Rhinella_amabilis	2	0	0	0	0	0	0	-1
379	Oedipina_quadra	1	0	0	0	0	0	0	-1
383	Paramophrynella_ginesi	4	0	0	0	0	0	0	-1
386	Afrixalus_dorsimaculatus	1	0	0	0	0	0	0	-1
390	Bradytriton_silus	1	0	0	0	0	0	0	-1
393	Ingerana_mariae	2	0	0	0	0	0	0	-1
399	Atelopus_coynei	2	0	0	0	0	0	0	-1
401	Pristimantis_tribulosus	1	0	0	0	0	0	0	-1
404	Ichthyophis_alfredii	1	0	0	0	0	0	0	-1
406	Hyloxalus_saltuarius	1	0	0	0	0	0	0	-1
407	Atelopus_podocarpus	2	0	0	0	0	0	0	-1
408	Theloderma_laeve	1	0	0	0	0	0	0	-1
416	Hyloscirtus_psarolaimus	4	0	0	0	0	0	0	-1
417	Hypodactylus_araiodactylus	1	0	0	0	0	0	0	-1
418	Fejervarya_assimilis	1	0	0	0	0	0	0	-1
420	Eleutherodactylus_rufifemoralis	1	0	0	0	0	0	0	-1
421	Callulops_marmoratus	1	0	0	0	0	0	0	-1
425	Eleutherodactylus_orcutti	1	0	0	0	0	0	0	-1
426	Pseudacris_illinoensis	1	0	0	0	0	0	0	-1
427	Pristimantis_jabonensis	1	0	0	0	0	0	0	-1
428	Crossodactylodes_pintoi	1	0	0	0	0	0	0	-1
429	Rhinella_lescurei	4	0	0	0	0	0	0	-1
436	Mannophryne_lamarcai	1	0	0	0	0	0	0	-1
437	Melanophryniscus_estebani	1	0	0	0	0	0	0	-1
439	Aromobates_zippeli	1	0	0	0	0	0	0	-1
440	Cophixalus_balbus	1	0	0	0	0	0	0	-1
442	Ansonia_siamensis	1	0	0	0	0	0	0	-1
443	Lynchius_nebulanastes	1	0	0	0	0	0	0	-1
448	Pristimantis_muchimuk	1	0	0	0	0	0	0	-1
449	Pristimantis_torrenticola	1	0	0	0	0	0	0	-1
455	Brachycephalus_ferruginus	1	0	0	0	0	0	0	-1
459	Pleurodema_alium	2	0	0	0	0	0	0	-1
462	Hypsiboas_pulidoi	1	0	0	0	0	0	0	-1
463	Rhinella_ruizi	2	0	0	0	0	0	0	-1
465	Platymantis_parilis	1	0	0	0	0	0	0	-1
468	Odorrana_yizhangensis	1	0	0	0	0	0	0	-1
469	Hynobius_okiensis	1	0	0	0	0	0	0	-1
471	Hypsiboas_buriti	1	0	0	0	0	0	0	-1
475	Ischnocnema_concolor	1	0	0	0	0	0	0	-1
476	Nannophrys_ceylonensis	1	0	0	0	0	0	0	-1
479	Atelopus_chocoensis	1	0	0	0	0	0	0	-1
481	Oreophrynella_seegobini	1	0	0	0	0	0	0	-1
482	Bolitoglossa_splendida	1	0	0	0	0	0	0	-1
485	Pristimantis_jubatus	1	0	0	0	0	0	0	-1
488	Spinomantis_microtis	1	0	0	0	0	0	0	-1
489	Litoria_myola	1	0	0	0	0	0	0	-1
491	Gastrotheca_trachyceps	1	0	0	0	0	0	0	-1
503	Microhyla_maculifera	2	0	0	0	0	0	0	-1
505	Hypsiboas_bandeirantes	1	0	0	0	0	0	0	-1
510	Atelopus_mittermeieri	1	0	0	0	0	0	0	-1
511	Craugastor_jota	1	0	0	0	0	0	0	-1
513	Crotaphatrema_bornmuelleri	1	0	0	0	0	0	0	-1
515	Pseudophilautus_nemus	1	0	0	0	0	0	0	-1
517	Ameerega_ignipedis	1	0	0	0	0	0	0	-1
522	Bolitoglossa_psephena	1	0	0	0	0	0	0	-1
524	Fejervarya_parambikulamana	1	0	0	0	0	0	0	-1
527	Albericus_murritus	1	0	0	0	0	0	0	-1
528	Pseudophilautus_newtonjayawardanei	1	0	0	0	0	0	0	-1
530	Xenopus_lenduensis	1	0	0	0	0	0	0	-1
532	Hypsiboas_stenocephalus	1	0	0	0	0	0	0	-1
534	Philautus_disgregus	2	0	0	0	0	0	0	-1
535	Eleutherodactylus_cavernicola	1	0	0	0	0	0	0	-1
537	Heterixalus_andrakata	1	0	0	0	0	0	0	-1
542	Dendropsophus_praestans	2	0	0	0	0	0	0	-1
543	Eleutherodactylus_monensis	1	0	0	0	0	0	0	-1
545	Melanophryniscus_spectabilis	1	0	0	0	0	0	0	-1
548	Hyperolius_watsonae	1	0	0	0	0	0	0	-1
549	Pristimantis_yuruaniensis	1	0	0	0	0	0	0	-1
552	Micrixalus_elegans	2	0	0	0	0	0	0	-1
554	Microcaecilia_rochai	1	0	0	0	0	0	0	-1
556	Telmatobius_hockingi	1	0	0	0	0	0	0	-1
558	Mucubatrachus_lancinii	1	0	0	0	0	0	0	-1
560	Pseudophilautus_samarakoon	1	0	0	0	0	0	0	-1
561	Amolops_daiyunensis	4	0	0	0	0	0	0	-1
567	Desmognathus_imitator	2	0	0	0	0	0	0	-1
568	Pristimantis_permixtus	2	0	0	0	0	0	0	-1
575	Litoria_havina	1	0	0	0	0	0	0	-1
579	Boophis_liami	1	0	0	0	0	0	0	-1
581	Pseudophilautus_temporalis	1	0	0	0	0	0	0	-1
582	Platymantis_montanus	1	0	0	0	0	0	0	-1
584	Leptolalax_kecil	1	0	0	0	0	0	0	-1
586	Hypsiboas_curupi	4	0	0	0	0	0	0	-1
588	Kassina_jozani	1	0	0	0	0	0	0	-1
591	Rhacophorus_norhayatii	1	0	0	0	0	0	0	-1
592	Pristimantis_lucasi	1	0	0	0	0	0	0	-1
597	Leptolalax_nahangensis	1	0	0	0	0	0	0	-1
599	Osteocephalus_fuscifacies	2	0	0	0	0	0	0	-1
601	Pristimantis_lichenoides	1	0	0	0	0	0	0	-1
604	Hyperolius_ferrugineus	1	0	0	0	0	0	0	-1
606	Atelopus_petersi	1	0	0	0	0	0	0	-1
609	Craugastor_guerreroensis	1	0	0	0	0	0	0	-1
613	Ramanella_obscura	4	0	0	0	0	0	0	-1
617	Leptodactylus_tapiti	1	0	0	0	0	0	0	-1
623	Duttaphrynus_silentvalleyensis	1	0	0	0	0	0	0	-1
627	Adenomus_kelaartii	1	0	0	0	0	0	0	-1
628	Gastrotheca_recava	1	0	0	0	0	0	0	-1
629	Amolops_caelumnoctis	1	0	0	0	0	0	0	-1
630	Oninia_senglaubi	1	0	0	0	0	0	0	-1
638	Atelopus_angelito	1	0	0	0	0	0	0	-1
639	Pedostibes_kempi	1	0	0	0	0	0	0	-1
641	Phyllodytes_brevirostris	1	0	0	0	0	0	0	-1
645	Dendrotriton_rabbi	1	0	0	0	0	0	0	-1
646	Craugastor_megalotympanum	1	0	0	0	0	0	0	-1
647	Bolitoglossa_tapajonica	1	0	0	0	0	0	0	-1
648	Hyalinobatrachium_talamancae	1	0	0	0	0	0	0	-1
659	Bolitoglossa_marmorea	1	0	0	0	0	0	0	-1
663	Herpele_multiplicata	1	0	0	0	0	0	0	-1
669	Hypsiboas_melanopleura	1	0	0	0	0	0	0	-1
670	Allobates_cepedai	1	0	0	0	0	0	0	-1
671	Nymphargus_cochranae	1	0	0	0	0	0	0	-1
673	Rhacophorus_edentulus	1	0	0	0	0	0	0	-1
675	Gastrophrynoides_immaculatus	1	0	0	0	0	0	0	-1
680	Pseudophryne_robinsoni	1	0	0	0	0	0	0	-1
685	Gephyromantis_mafy	1	0	0	0	0	0	0	-1
690	Platypelis_tetra	2	0	0	0	0	0	0	-1
696	Duttaphrynus_wokhaensis	1	0	0	0	0	0	0	-1
699	Atelopus_flavescens	2	0	0	0	0	0	0	-1
705	Eleutherodactylus_semipalmatus	1	0	0	0	0	0	0	-1
707	Pristimantis_fetosus	1	0	0	0	0	0	0	-1
709	Xenophrys_baolongensis	1	0	0	0	0	0	0	-1
713	Anodonthyla_moramora	1	0	0	0	0	0	0	-1
717	Pristimantis_rozei	1	0	0	0	0	0	0	-1
720	Boophis_feonnyala	1	0	0	0	0	0	0	-1
726	Ameerega_labialis	1	0	0	0	0	0	0	-1
727	Rana_lemosespinali	1	0	0	0	0	0	0	-1
728	Rhacophorus_laoshan	1	0	0	0	0	0	0	-1
730	Phrynopus_heimorum	1	0	0	0	0	0	0	-1
732	Cycloramphus_carvalhoi	1	0	0	0	0	0	0	-1
733	Pseudophilautus_stuarti	1	0	0	0	0	0	0	-1
739	Spinomantis_guibei	1	0	0	0	0	0	0	-1
740	Pristimantis_schultei	1	0	0	0	0	0	0	-1
742	Grandisonia_larvata	1	0	0	0	0	0	0	-1
746	Alsodes_montanus	1	0	0	0	0	0	0	-1
748	Telmatobius_latirostris	1	0	0	0	0	0	0	-1
751	Colostethus_brachistriatus	1	0	0	0	0	0	0	-1
752	Bolitoglossa_eremia	1	0	0	0	0	0	0	-1
759	Eleutherodactylus_bothroboans	1	0	0	0	0	0	0	-1
764	Aromobates_orostoma	1	0	0	0	0	0	0	-1
767	Mannophryne_olmonae	1	0	0	0	0	0	0	-1
768	Ichthyophis_javanicus	1	0	0	0	0	0	0	-1
769	Sphaenorhynchus_botocudo	1	0	0	0	0	0	0	-1
770	Atelopus_nocturnus	1	0	0	0	0	0	0	-1
777	Cryptobatrachus_conditus	1	0	0	0	0	0	0	-1
780	Crinia_flindersensis	1	0	0	0	0	0	0	-1
782	Pristimantis_meridionalis	2	0	0	0	0	0	0	-1
789	Gegeneophis_carnosus	1	0	0	0	0	0	0	-1
790	Telmatobius_ignavus	1	0	0	0	0	0	0	-1
791	Litoria_robinsonae	1	0	0	0	0	0	0	-1
792	Proceratophrys_paviotii	1	0	0	0	0	0	0	-1
795	Chalcorana_eschatia	1	0	0	0	0	0	0	-1
797	Osornophryne_percrassa	2	0	0	0	0	0	0	-1
805	Pristimantis_acutirostris	1	0	0	0	0	0	0	-1
807	Hypsiboas_cordobae	2	0	0	0	0	0	0	-1
808	Ischnocnema_vizottoi	1	0	0	0	0	0	0	-1
813	Pristimantis_sirnigeli	1	0	0	0	0	0	0	-1
814	Boophis_ulftunni	1	0	0	0	0	0	0	-1
817	Hydromantes_shastae	2	0	0	0	0	0	0	-1
818	Bolitoglossa_anthracina	2	0	0	0	0	0	0	-1
820	Guibemantis_annulatus	1	0	0	0	0	0	0	-1
821	Oedipina_gephyra	2	0	0	0	0	0	0	-1
822	Litoria_leucova	1	0	0	0	0	0	0	-1
824	Caecilita_iwokramae	1	0	0	0	0	0	0	-1
826	Rana_sangzhiensis	5	0	0	0	0	0	0	-1
828	Atelopus_arsyecue	1	0	0	0	0	0	0	-1
829	Grandisonia_sechellensis	1	0	0	0	0	0	0	-1
830	Theloderma_truongsonense	3	0	0	0	0	0	0	-1
832	Ischnocnema_epipeda	1	0	0	0	0	0	0	-1
836	Ameerega_maculata	1	0	0	0	0	0	0	-1
837	Cophyla_berara	1	0	0	0	0	0	0	-1
838	Raorchestes_johnceei	1	0	0	0	0	0	0	-1
840	Karsenia_koreana	3	0	0	0	0	0	0	-1
842	Crotaphatrema_lamottei	1	0	0	0	0	0	0	-1
843	Chiropterotriton_cracens	1	0	0	0	0	0	0	-1
844	Pristimantis_phragmipleuron	1	0	0	0	0	0	0	-1
851	Amolops_archotaphus	2	0	0	0	0	0	0	-1
852	Scinax_pusillus	1	0	0	0	0	0	0	-1
853	Amietophrynus_perreti	1	0	0	0	0	0	0	-1
855	Raorchestes_signatus	1	0	0	0	0	0	0	-1
865	Amolops_akhaorum	1	0	0	0	0	0	0	-1
868	Nyctimystes_bivocalis	1	0	0	0	0	0	0	-1
871	Pristimantis_altamnis	1	0	0	0	0	0	0	-1
875	Hydromantes_sarrabusensis	1	0	0	0	0	0	0	-1
876	Cophyla_occultans	1	0	0	0	0	0	0	-1
879	Nototriton_saslaya	2	0	0	0	0	0	0	-1
884	Plethodon_jordani	1	0	0	0	0	0	0	-1
887	Pristimantis_spectabilis	1	0	0	0	0	0	0	-1
889	Siphonops_leucoderus	1	0	0	0	0	0	0	-1
892	Amolops_viridimaculatus	4	0	0	0	0	0	0	-1
897	Ichthyophis_sendenyu	1	0	0	0	0	0	0	-1
898	Litoria_flavescens	1	0	0	0	0	0	0	-1
899	Osornophryne_simpsoni	1	0	0	0	0	0	0	-1
905	Cophixalus_clapporum	1	0	0	0	0	0	0	-1
909	Xenorhina_macrodisca	1	0	0	0	0	0	0	-1
911	Pristimantis_paramerus	1	0	0	0	0	0	0	-1
913	Pseudophilautus_viridis	1	0	0	0	0	0	0	-1
914	Nannophrys_marmorata	1	0	0	0	0	0	0	-1
917	Atelopus_ardila	1	0	0	0	0	0	0	-1
918	Eleutherodactylus_fowleri	2	0	0	0	0	0	0	-1
920	Kalophrynus_orangensis	1	0	0	0	0	0	0	-1
923	Hypsiboas_latistriatus	2	0	0	0	0	0	0	-1
925	Pseudophilautus_extirpo	1	0	0	0	0	0	0	-1
927	Pristimantis_mariaelenae	1	0	0	0	0	0	0	-1
934	Pristimantis_carlosceroni	1	0	0	0	0	0	0	-1
941	Gegeneophis_krishni	1	0	0	0	0	0	0	-1
943	Ixalotriton_niger	1	0	0	0	0	0	0	-1
944	Oscaecilia_hypereumeces	1	0	0	0	0	0	0	-1
947	Gastrotheca_psychrophila	2	0	0	0	0	0	0	-1
958	Ophryophryne_synoria	1	0	0	0	0	0	0	-1
967	Nannophrys_guentheri	1	0	0	0	0	0	0	-1
970	Stefania_satelles	4	0	0	0	0	0	0	-1
972	Aphantophryne_sabini	1	0	0	0	0	0	0	-1
974	Pristimantis_lividus	2	0	0	0	0	0	0	-1
975	Tepuihyla_edelcae	4	0	0	0	0	0	0	-1
976	Rhacophorus_notater	1	0	0	0	0	0	0	-1
981	Raorchestes_tuberohumerus	2	0	0	0	0	0	0	-1
982	Boophis_englaenderi	1	0	0	0	0	0	0	-1
983	Platypelis_tsaratananaensis	2	0	0	0	0	0	0	-1
984	Dendropsophus_cerradensis	1	0	0	0	0	0	0	-1
985	Scinax_jureia	1	0	0	0	0	0	0	-1
987	Eleutherodactylus_caribe	1	0	0	0	0	0	0	-1
991	Caecilia_flavopunctata	1	0	0	0	0	0	0	-1
993	Adenomera_cotuba	1	0	0	0	0	0	0	-1
996	Platymantis_panayensis	1	0	0	0	0	0	0	-1
998	Brachycephalus_toby	1	0	0	0	0	0	0	-1
1004	Oreophryne_frontifasciata	1	0	0	0	0	0	0	-1
1005	Pseudophilautus_silus	1	0	0	0	0	0	0	-1
1006	Amolops_indoburmanensis	1	0	0	0	0	0	0	-1
1009	Oedipina_nimaso	1	0	0	0	0	0	0	-1
1010	Pristimantis_padrecarlosi	1	0	0	0	0	0	0	-1
1012	Hyperolius_rubrovermiculatus	1	0	0	0	0	0	0	-1
1013	Telmatobius_cirrhacelis	2	0	0	0	0	0	0	-1
1014	Pristimantis_marahuaka	1	0	0	0	0	0	0	-1
1016	Caecilia_thompsoni	3	0	0	0	0	0	0	-1
1018	Cophixalus_kulakula	1	0	0	0	0	0	0	-1
1021	Strabomantis_laticorpus	1	0	0	0	0	0	0	-1
1027	Atelopus_vermiculatus	1	0	0	0	0	0	0	-1
1039	Hyperolius_chrysogaster	5	0	0	0	0	0	0	-1
1042	Megaelosia_jordanensis	1	0	0	0	0	0	0	-1
1044	Atelopus_planispina	1	0	0	0	0	0	0	-1
1046	Rhacophorus_prasinatus	1	0	0	0	0	0	0	-1
1048	Pseudophilautus_caeruleus	1	0	0	0	0	0	0	-1
1049	Pseudophilautus_procax	1	0	0	0	0	0	0	-1
